# N c mu sigma av_time av_div error_av_div samples_div nsamples prob_div error_prob av_m error_av_m
65536 1414 700 0 33.944211 0.000000 0.000000 0 3567 0.000000 0.000000 0.546702 0.000016
65536 1414 700 150 37.391930 0.000000 0.000000 0 3544 0.000000 0.000000 0.549534 0.000016
65536 1414 900 0 60.754630 0.000000 0.000000 0 2160 0.000000 0.000000 0.510119 0.000023
65536 1414 950 0 99.079226 0.000000 0.000000 0 2171 0.000000 0.000000 0.502750 0.000023
65536 1414 1050 0 3971.527480 5.312634 0.288176 554 1401 0.395432 0.013063 0.495953 0.000031
65536 1414 1100 0 3975.242219 5.231394 0.276426 585 1478 0.395805 0.012720 0.495964 0.000030
65536 1414 1500 0 3863.590968 5.269110 0.148137 2078 5403 0.384601 0.006619 0.495938 0.000016
65536 1414 3000 0 3812.319113 5.153130 0.147113 2037 5368 0.379471 0.006623 0.495939 0.000016
65536 1468 700 0 35.049355 0.000000 0.000000 0 3566 0.000000 0.000000 0.538284 0.000016
65536 1468 700 150 39.090189 0.000000 0.000000 0 3537 0.000000 0.000000 0.541165 0.000016
65536 1468 900 0 68.655094 0.019644 0.019639 1 2189 0.000457 0.000457 0.502134 0.000022
65536 1468 950 0 109.433491 0.020283 0.020278 1 2120 0.000472 0.000472 0.494914 0.000023
65536 1468 1050 0 4345.193022 6.371195 0.319201 583 1347 0.432814 0.013500 0.488263 0.000030
65536 1468 1100 0 4352.017973 6.363767 0.313440 603 1391 0.433501 0.013287 0.488261 0.000030
65536 1468 1500 0 4334.107079 6.466600 0.173882 2165 5015 0.431705 0.006994 0.488245 0.000016
65536 1468 3000 0 4243.273257 6.269761 0.167333 2176 5149 0.422606 0.006884 0.488251 0.000016
65536 1522 700 0 36.233941 0.000000 0.000000 0 3565 0.000000 0.000000 0.530195 0.000016
65536 1522 700 150 42.814762 0.002262 0.002262 1 3536 0.000283 0.000283 0.533122 0.000016
65536 1522 900 0 69.974014 0.026914 0.026908 1 2155 0.000464 0.000464 0.494461 0.000023
65536 1522 950 0 113.842640 0.059529 0.042438 2 2167 0.000923 0.000652 0.487396 0.000024
65536 1522 1050 0 3959.840926 6.852495 0.372816 545 1383 0.394071 0.013140 0.480894 0.000031
65536 1522 1100 0 3993.010944 6.895349 0.363338 581 1462 0.397401 0.012798 0.480903 0.000030
65536 1522 1500 0 4302.880910 7.190504 0.197486 2166 5055 0.428487 0.006960 0.480900 0.000016
65536 1522 3000 0 4223.895543 6.981740 0.193429 2142 5093 0.420577 0.006917 0.480903 0.000016
65536 1577 700 0 37.635624 0.000000 0.000000 0 3565 0.000000 0.000000 0.522214 0.000016
65536 1577 700 150 41.766421 0.000000 0.000000 0 3532 0.000000 0.000000 0.525184 0.000016
65536 1577 900 0 69.666515 0.000000 0.000000 0 2192 0.000000 0.000000 0.486931 0.000022
65536 1577 950 0 114.975425 0.000000 0.000000 0 2116 0.000000 0.000000 0.480021 0.000023
65536 1577 1050 0 4841.694466 9.764614 0.510104 619 1283 0.482463 0.013950 0.473693 0.000031
65536 1577 1100 0 4826.127341 9.623221 0.490274 642 1335 0.480899 0.013675 0.473702 0.000031
65536 1577 1500 0 4629.508653 8.855635 0.242530 2185 4738 0.461165 0.007242 0.473670 0.000017
65536 1577 3000 0 4540.079789 8.538072 0.231714 2233 4938 0.452207 0.007083 0.473671 0.000016
65536 1631 700 0 39.173451 0.000000 0.000000 0 3857 0.000000 0.000000 0.514646 0.000015
65536 1631 700 150 43.099291 0.000000 0.000000 0 3525 0.000000 0.000000 0.517656 0.000016
65536 1631 900 0 81.233271 0.029740 0.025890 2 2152 0.000929 0.000657 0.479785 0.000022
65536 1631 950 0 130.627660 0.065217 0.044055 3 2162 0.001388 0.000801 0.473026 0.000023
65536 1631 1050 0 4782.629544 9.375097 0.472262 616 1293 0.476411 0.013890 0.466859 0.000031
65536 1631 1100 0 4809.737705 9.462742 0.468525 643 1342 0.479136 0.013637 0.466866 0.000031
65536 1631 1500 0 4809.925383 10.072704 0.266863 2254 4704 0.479167 0.007284 0.466840 0.000016
65536 1631 3000 0 4712.536709 9.744937 0.260419 2225 4740 0.469409 0.007249 0.466842 0.000016
65536 1685 700 0 40.854843 0.000000 0.000000 0 3851 0.000000 0.000000 0.507354 0.000015
65536 1685 700 150 44.360340 0.000000 0.000000 0 3530 0.000000 0.000000 0.510404 0.000016
65536 1685 900 0 79.818390 0.014181 0.014178 1 2186 0.000457 0.000457 0.472906 0.000022
65536 1685 950 0 131.679754 0.089877 0.076604 2 2114 0.000946 0.000669 0.466305 0.000023
65536 1685 1050 0 5122.975040 12.079710 0.620750 634 1242 0.510467 0.014184 0.460304 0.000032
65536 1685 1100 0 5147.627451 12.178824 0.614016 654 1275 0.512941 0.013998 0.460304 0.000031
65536 1685 1500 0 5081.225371 12.007872 0.331083 2251 4446 0.506298 0.007498 0.460305 0.000017
65536 1685 3000 0 4976.472109 11.598320 0.317077 2302 4643 0.495800 0.007338 0.460301 0.000017
65536 1740 700 0 42.849532 0.000000 0.000000 0 3848 0.000000 0.000000 0.500128 0.000015
65536 1740 700 150 46.194437 0.000000 0.000000 0 3595 0.000000 0.000000 0.503205 0.000016
65536 1740 900 0 82.665116 0.046047 0.046036 1 2150 0.000465 0.000465 0.466098 0.000021
65536 1740 950 0 138.422952 0.075891 0.054119 2 2161 0.000925 0.000654 0.459651 0.000022
65536 1740 1050 0 5511.831960 13.880560 0.694434 667 1214 0.549423 0.014280 0.453823 0.000031
65536 1740 1100 0 5525.950360 13.989592 0.690086 688 1249 0.550841 0.014074 0.453817 0.000030
65536 1740 1500 0 5388.742689 13.834731 0.370852 2369 4411 0.537066 0.007508 0.453820 0.000016
65536 1740 3000 0 5281.118940 13.371319 0.363884 2323 4414 0.526280 0.007515 0.453824 0.000016
65536 1794 700 0 45.055382 0.000000 0.000000 0 3846 0.000000 0.000000 0.493267 0.000015
65536 1794 700 150 48.323218 0.000000 0.000000 0 3592 0.000000 0.000000 0.496378 0.000016
65536 1794 900 0 83.778490 0.000000 0.000000 0 2185 0.000000 0.000000 0.459656 0.000021
65536 1794 950 0 148.733270 0.064547 0.040598 3 2107 0.001424 0.000821 0.453360 0.000022
65536 1794 1050 0 5629.996624 18.255696 0.954610 665 1185 0.561181 0.014416 0.447667 0.000032
65536 1794 1100 0 5679.935054 18.254788 0.943290 680 1201 0.566195 0.014301 0.447668 0.000032
65536 1794 1500 0 5658.040440 17.386456 0.475261 2357 4179 0.564011 0.007671 0.447665 0.000017
65536 1794 3000 0 5527.696217 16.718960 0.456382 2374 4309 0.550940 0.007577 0.447670 0.000017
65536 1848 700 0 47.594447 0.000000 0.000000 0 3854 0.000000 0.000000 0.486647 0.000015
65536 1848 700 150 56.293348 0.384358 0.312946 2 3593 0.000557 0.000393 0.489775 0.000015
65536 1848 900 0 94.420857 0.066108 0.047020 2 2148 0.000931 0.000658 0.453423 0.000021
65536 1848 950 0 148.403704 0.062500 0.044609 2 2160 0.000926 0.000654 0.447274 0.000022
65536 1848 1050 0 6022.782646 19.885739 1.027292 699 1164 0.600515 0.014356 0.441718 0.000031
65536 1848 1100 0 5999.070518 19.800340 1.018544 704 1177 0.598131 0.014291 0.441715 0.000031
65536 1848 1500 0 5974.120292 19.448360 0.531886 2451 4115 0.595626 0.007651 0.441762 0.000017
65536 1848 3000 0 5852.947690 18.762650 0.523232 2387 4091 0.583476 0.007708 0.441770 0.000017
65536 1903 700 0 50.463434 0.000000 0.000000 0 3856 0.000000 0.000000 0.480100 0.000014
65536 1903 700 150 52.846474 0.000000 0.000000 0 3602 0.000000 0.000000 0.483246 0.000015
65536 1903 900 0 98.295923 0.104902 0.083564 2 2183 0.000916 0.000648 0.447271 0.000021
65536 1903 950 0 144.538134 0.000000 0.000000 0 2111 0.000000 0.000000 0.441270 0.000022
65536 1903 1050 0 6104.607740 22.330695 1.117283 692 1137 0.608619 0.014474 0.435879 0.000034
65536 1903 1100 0 6121.232781 22.502180 1.133624 700 1147 0.610288 0.014400 0.435880 0.000034
65536 1903 1500 0 6089.863728 22.727457 0.614627 2397 3948 0.607143 0.007773 0.435924 0.000018
65536 1903 3000 0 5987.072875 22.018775 0.597989 2416 4048 0.596838 0.007710 0.435932 0.000017
65536 1957 700 0 53.722736 0.000000 0.000000 0 4328 0.000000 0.000000 0.473843 0.000014
65536 1957 700 150 58.285675 0.048029 0.048022 1 3602 0.000278 0.000278 0.477013 0.000015
65536 1957 900 0 102.250699 0.198975 0.162814 2 2146 0.000932 0.000659 0.441435 0.000021
65536 1957 950 0 181.220410 0.375116 0.160302 6 2146 0.002796 0.001140 0.435581 0.000021
65536 1957 1050 0 6437.274107 28.453571 1.413694 719 1120 0.641964 0.014325 0.430343 0.000033
65536 1957 1100 0 6440.461195 28.504906 1.411264 720 1121 0.642284 0.014316 0.430343 0.000033
65536 1957 1500 0 6372.786889 29.565296 0.802220 2472 3890 0.635476 0.007717 0.430333 0.000018
65536 1957 3000 0 6230.675032 28.541268 0.785891 2401 3865 0.621216 0.007803 0.430343 0.000018
65536 2012 700 0 57.507511 0.000000 0.000000 0 4327 0.000000 0.000000 0.467684 0.000014
65536 2012 700 150 64.996106 0.007232 0.006698 2 3595 0.000556 0.000393 0.470873 0.000015
65536 2012 900 0 125.243566 0.295496 0.161029 6 2176 0.002757 0.001124 0.435649 0.000021
65536 2012 950 0 203.390081 0.715308 0.290884 10 2097 0.004769 0.001504 0.429942 0.000022
65536 2012 1050 0 6574.679522 35.539027 1.720482 714 1089 0.655647 0.014399 0.424868 0.000034
65536 2012 1100 0 6574.696051 35.524334 1.720541 714 1089 0.655647 0.014399 0.424868 0.000034
65536 2012 1500 0 6672.701031 35.516820 0.939619 2453 3686 0.665491 0.007771 0.424876 0.000019
65536 2012 3000 0 6490.189140 34.187303 0.902501 2467 3812 0.647167 0.007740 0.424881 0.000018
65536 2066 700 0 61.828789 0.000000 0.000000 0 4328 0.000000 0.000000 0.461810 0.000013
65536 2066 700 150 62.324805 0.000000 0.000000 0 3596 0.000000 0.000000 0.465018 0.000015
65536 2066 900 0 117.352058 0.204358 0.128165 3 2065 0.001453 0.000838 0.430152 0.000022
65536 2066 950 0 186.802423 0.798229 0.451643 5 2146 0.002330 0.001041 0.424586 0.000022
65536 2066 1050 0 7122.515084 45.358659 2.513541 636 895 0.710615 0.015158 0.419604 0.000042
65536 2066 1100 0 7114.792060 44.755198 2.295977 751 1058 0.709830 0.013953 0.419608 0.000039
65536 2066 1500 0 6941.166390 43.733278 1.176733 2505 3618 0.692371 0.007673 0.419633 0.000020
65536 2066 3000 0 6765.529557 42.113005 1.151721 2454 3637 0.674732 0.007768 0.419645 0.000020
65536 2120 700 0 66.802406 0.000000 0.000000 0 4322 0.000000 0.000000 0.456091 0.000013
65536 2120 700 150 66.721357 0.000000 0.000000 0 3596 0.000000 0.000000 0.459306 0.000015
65536 2120 900 0 119.726690 0.796251 0.569262 2 2027 0.000987 0.000697 0.424827 0.000021
65536 2120 950 0 217.438605 2.409938 1.146249 10 2093 0.004778 0.001507 0.419395 0.000022
65536 2120 1050 0 7211.877828 57.903846 3.116815 636 884 0.719457 0.015110 0.414524 0.000043
65536 2120 1100 0 7175.450867 58.274566 2.946519 743 1038 0.715800 0.013999 0.414526 0.000040
65536 2120 1500 0 7156.741214 52.821377 1.432944 2458 3443 0.713912 0.007702 0.414542 0.000021
65536 2120 3000 0 7020.412959 50.710234 1.365510 2518 3596 0.700222 0.007640 0.414560 0.000020
65536 2175 700 0 72.664908 0.000000 0.000000 0 4360 0.000000 0.000000 0.450413 0.000013
65536 2175 700 150 74.072343 0.002504 0.002504 1 3594 0.000278 0.000278 0.453643 0.000015
65536 2175 900 0 137.181420 0.529183 0.364184 4 2056 0.001946 0.000972 0.419524 0.000021
65536 2175 950 0 250.817371 3.135681 1.415607 14 2130 0.006573 0.001751 0.414224 0.000022
65536 2175 1050 0 7377.608645 69.588785 3.832995 630 856 0.735981 0.015067 0.409451 0.000046
65536 2175 1100 0 7364.749271 70.238095 3.443422 756 1029 0.734694 0.013763 0.409437 0.000042
65536 2175 1500 0 7447.417818 71.413114 1.978384 2527 3401 0.743017 0.007493 0.409434 0.000023
65536 2175 3000 0 7333.651425 68.808492 1.919975 2464 3368 0.731591 0.007636 0.409453 0.000023
65536 2200 2500 150 7364.860529 70.640101 1.646649 3503 4768 0.734690 0.006394 0.407232 0.000019
65536 2229 700 0 79.518459 0.000000 0.000000 0 4361 0.000000 0.000000 0.445026 0.000013
65536 2229 700 150 79.838863 0.403401 0.403345 1 3587 0.000279 0.000279 0.448262 0.000014
65536 2229 900 0 146.916873 1.636319 1.172162 4 2021 0.001979 0.000989 0.414446 0.000021
65536 2229 950 0 278.498796 5.977371 1.882232 18 2077 0.008666 0.002034 0.409281 0.000021
65536 2229 1050 0 7552.783175 86.063981 4.614957 636 844 0.753555 0.014834 0.404583 0.000051
65536 2229 1100 0 7615.361251 87.274470 4.337500 753 991 0.759839 0.013570 0.404574 0.000047
65536 2229 1500 0 7553.136923 84.925538 2.317264 2449 3250 0.753538 0.007559 0.404600 0.000025
65536 2229 3000 0 7406.810000 81.543529 2.188483 2512 3400 0.738824 0.007534 0.404626 0.000024
65536 2283 700 0 87.514361 0.000000 0.000000 0 4526 0.000000 0.000000 0.439786 0.000013
65536 2283 700 150 83.503759 0.000000 0.000000 0 3591 0.000000 0.000000 0.443031 0.000014
65536 2283 900 0 171.625857 3.571988 1.704147 6 2042 0.002938 0.001198 0.409577 0.000020
65536 2283 950 0 316.625355 9.226112 2.470137 24 2114 0.011353 0.002304 0.404526 0.000021
65536 2283 1050 0 8129.605493 123.629213 6.748537 650 801 0.811486 0.013820 0.399717 0.000065
65536 2283 1100 0 8067.263542 119.840625 5.921747 773 960 0.805208 0.012782 0.399746 0.000057
65536 2283 1500 0 7920.793869 113.063497 3.071527 2527 3197 0.790429 0.007198 0.399818 0.000030
65536 2283 3000 0 7811.801244 110.033593 3.004697 2506 3215 0.779471 0.007312 0.399842 0.000029
65536 2338 700 0 97.862619 0.000000 0.000000 0 4513 0.000000 0.000000 0.434544 0.000012
65536 2338 700 150 92.000835 0.000000 0.000000 0 3594 0.000000 0.000000 0.437788 0.000014
65536 2338 900 0 192.481777 4.007988 1.906156 7 2003 0.003495 0.001319 0.404687 0.000020
65536 2338 950 0 391.859020 18.352198 4.054252 32 1979 0.016170 0.002835 0.399767 0.000021
65536 2338 1050 0 7946.218362 152.230769 8.308767 639 806 0.792804 0.014276 0.394927 0.000072
65536 2338 1100 0 7924.100785 150.845550 8.541581 604 764 0.790576 0.014721 0.394948 0.000073
65536 2338 1500 0 8234.980438 165.154841 4.512392 2479 3016 0.821950 0.006966 0.394843 0.000039
65536 2338 3000 0 8150.359280 161.180444 4.381524 2529 3109 0.813445 0.006986 0.394869 0.000038
65536 2392 700 0 110.499446 0.000000 0.000000 0 4515 0.000000 0.000000 0.429572 0.000012
65536 2392 700 150 101.643374 0.000000 0.000000 0 3592 0.000000 0.000000 0.432827 0.000014
65536 2392 900 0 205.653827 3.953086 2.588423 4 2025 0.001975 0.000987 0.400057 0.000020
65536 2392 950 0 461.919940 23.978120 4.745394 41 2011 0.020388 0.003151 0.395250 0.000021
65536 2392 1050 0 8215.637066 226.149292 11.412074 637 777 0.819820 0.013788 0.390050 0.000096
65536 2392 1100 0 8187.310902 223.850606 11.706945 607 743 0.816958 0.014187 0.390068 0.000099
65536 2392 1500 0 8421.112055 211.350212 5.494330 2573 3061 0.840575 0.006617 0.390162 0.000046
65536 2392 3000 0 8325.004651 206.423588 5.452716 2501 3010 0.830897 0.006832 0.390200 0.000046
65536 2446 700 0 126.247721 0.000000 0.000000 0 4497 0.000000 0.000000 0.424715 0.000012
65536 2446 700 150 113.840111 0.000000 0.000000 0 3590 0.000000 0.000000 0.427980 0.000014
65536 2446 900 0 275.076059 15.758550 5.764942 11 1959 0.005615 0.001688 0.395513 0.000020
65536 2446 950 0 662.122742 67.475027 10.266508 65 1882 0.034538 0.004209 0.390812 0.000022
65536 2446 1050 0 8592.224734 324.698138 17.522032 645 752 0.857713 0.012739 0.385024 0.000137
65536 2446 1100 0 8617.852006 322.217151 17.485599 622 723 0.860304 0.012893 0.385040 0.000137
65536 2446 1500 0 8666.217076 321.234013 8.717440 2503 2893 0.865192 0.006350 0.385137 0.000069
65536 2446 3000 0 8553.843031 314.581529 8.525494 2524 2956 0.853857 0.006497 0.385184 0.000067
65536 2501 700 0 147.775592 0.000000 0.000000 0 4474 0.000000 0.000000 0.419890 0.000012
65536 2501 700 150 135.682451 3.097214 3.034475 2 3590 0.000557 0.000394 0.423154 0.000014
65536 2501 900 0 357.813265 27.674490 8.292872 15 1960 0.007653 0.001968 0.390989 0.000020
65536 2501 950 0 956.768811 184.732279 20.937146 108 1834 0.058888 0.005497 0.386381 0.000022
65536 2501 1050 0 9218.042433 591.246110 31.195137 651 707 0.920792 0.010157 0.378824 0.000237
65536 2501 1100 0 9179.762611 590.456973 32.150007 618 674 0.916914 0.010632 0.378834 0.000244
65536 2501 1500 0 9034.223975 546.114967 14.417739 2574 2853 0.902208 0.005561 0.379231 0.000110
65536 2501 3000 0 8952.316071 538.647857 14.388818 2503 2800 0.893929 0.005819 0.379288 0.000110
65536 2555 700 0 177.109221 0.000000 0.000000 0 4468 0.000000 0.000000 0.415281 0.000012
65536 2555 700 150 155.238706 1.846347 1.441502 2 3586 0.000558 0.000394 0.418535 0.000014
65536 2555 900 0 536.529223 105.389276 21.178036 31 1865 0.016622 0.002960 0.386669 0.000021
65536 2555 950 0 1623.731784 561.525754 46.135626 187 1592 0.117462 0.008069 0.382034 0.000039
65536 2555 1050 0 9080.740113 885.709040 48.508676 642 708 0.906780 0.010927 0.372630 0.000365
65536 2555 1100 0 9089.114370 878.023460 49.082216 619 682 0.907625 0.011088 0.372692 0.000369
65536 2555 1500 0 9250.830552 926.879125 24.535102 2492 2697 0.923990 0.005103 0.372370 0.000185
65536 2555 3000 0 9178.387931 902.526221 23.806708 2552 2784 0.916667 0.005238 0.372550 0.000179
65536 2610 700 0 223.055081 0.000000 0.000000 0 4448 0.000000 0.000000 0.410705 0.000012
65536 2610 700 150 189.332494 16.459558 8.534692 4 3573 0.001120 0.000559 0.413958 0.000014
65536 2610 900 0 1200.631799 677.334728 66.332775 109 1673 0.065152 0.006034 0.382189 0.000045
65536 2610 950 0 3126.400609 2038.915461 117.219378 346 1313 0.263519 0.012158 0.376854 0.000125
65536 2610 1050 0 9432.037037 2111.317037 93.026471 636 675 0.942222 0.008981 0.359712 0.000687
65536 2610 1100 0 9479.266355 2110.549844 93.809716 608 642 0.947040 0.008839 0.359710 0.000693
65536 2610 1500 0 9389.946820 1884.540721 43.972191 2522 2689 0.937895 0.004654 0.361369 0.000325
65536 2610 3000 0 9336.748599 1853.898394 43.725218 2496 2677 0.932387 0.004853 0.361596 0.000323
65536 2664 700 0 297.735666 0.000000 0.000000 0 4430 0.000000 0.000000 0.406331 0.000012
65536 2664 700 150 222.684225 2.771084 2.770696 1 3569 0.000280 0.000280 0.409585 0.000013
65536 2664 900 0 2751.229344 2810.612355 172.164585 261 1295 0.201544 0.011147 0.376173 0.000221
65536 2664 950 0 4902.736434 5721.881783 255.712830 455 1032 0.440891 0.015455 0.367677 0.000458
65536 2664 1050 0 9745.665138 4444.529052 156.756223 637 654 0.974006 0.006222 0.339055 0.001126
65536 2664 1100 0 9737.227488 4408.557662 159.037373 616 633 0.973144 0.006426 0.339322 0.001143
65536 2664 1500 0 9655.283366 4250.498630 79.277830 2465 2555 0.964775 0.003647 0.340517 0.000570
65536 2664 3000 0 9609.750190 4181.693622 77.478777 2529 2634 0.960137 0.003812 0.341006 0.000557
65536 2718 700 0 467.318243 17.629505 10.188822 3 4440 0.000676 0.000390 0.402039 0.000012
65536 2718 700 150 290.919887 8.398307 6.027232 2 3545 0.000564 0.000399 0.405284 0.000013
65536 2718 900 0 5958.781596 11924.790466 423.276722 483 902 0.535477 0.016606 0.355397 0.000910
65536 2718 950 0 7676.274876 16753.715174 467.433163 594 804 0.738806 0.015492 0.337594 0.001240
65536 2718 1050 0 9846.433754 8894.075710 228.329338 624 634 0.984227 0.004948 0.304459 0.001591
65536 2718 1100 0 9840.910131 8947.223856 232.498988 602 612 0.983660 0.005125 0.304091 0.001619
65536 2718 1500 0 9880.732227 8998.599131 112.943525 2501 2532 0.987757 0.002185 0.303715 0.000785
65536 2718 3000 0 9864.179211 8896.212664 112.957360 2476 2511 0.986061 0.002340 0.304414 0.000785
65536 2773 700 0 1489.256466 1455.253082 99.035400 214 4137 0.051728 0.003443 0.396851 0.000087
65536 2773 700 150 434.134851 16.145661 9.546335 3 3515 0.000853 0.000493 0.401012 0.000013
65536 2773 900 0 9201.976084 29526.650224 456.170637 606 669 0.905830 0.011292 0.299846 0.001491
65536 2773 950 0 9505.166419 32743.527489 406.570096 634 673 0.942051 0.009006 0.277129 0.001485
65536 2773 1050 0 9984.361736 16156.758842 220.848828 621 622 0.998392 0.001606 0.252554 0.001461
65536 2773 1100 0 9983.922314 16135.013223 225.655096 604 605 0.998347 0.001652 0.252719 0.001493
65536 2773 1500 0 9991.967675 16272.190220 107.564349 2411 2413 0.999171 0.000586 0.251765 0.000708
65536 2773 3000 0 9984.521828 16115.382293 107.296999 2447 2451 0.998368 0.000815 0.252772 0.000707
65536 2827 700 0 6040.067405 16711.726899 306.716823 1584 3160 0.501266 0.008895 0.371910 0.000514
65536 2827 700 150 1053.852039 655.416195 73.927197 82 3359 0.024412 0.002663 0.396589 0.000057
65536 2827 900 0 9947.087827 40979.742681 178.559755 645 649 0.993837 0.003072 0.242468 0.000850
65536 2827 950 0 10000.000000 42129.185241 136.189365 664 664 1.000000 0.000000 0.225462 0.000783
65536 2827 1050 0 10000.000000 22786.432079 137.060209 611 611 1.000000 0.000000 0.208273 0.000827
65536 2827 1100 0 10000.000000 22782.350340 141.253654 588 588 1.000000 0.000000 0.208304 0.000852
65536 2827 1500 0 10000.000000 22527.236603 73.399490 2426 2426 1.000000 0.000000 0.209899 0.000447
65536 2827 3000 0 10000.000000 22426.755453 74.917390 2384 2384 1.000000 0.000000 0.210498 0.000457
65536 2881 700 0 9657.538404 39051.590109 190.304354 2534 2669 0.949419 0.004242 0.304239 0.000601
65536 2881 700 150 4443.210546 10400.412669 293.764721 885 2731 0.324057 0.008956 0.381598 0.000413
65536 2881 900 0 10000.000000 45676.552756 66.294764 635 635 1.000000 0.000000 0.208933 0.000475
65536 2881 950 0 10000.000000 46176.702955 63.595717 643 643 1.000000 0.000000 0.195140 0.000478
65536 2881 1050 0 10000.000000 27151.320786 104.084978 611 611 1.000000 0.000000 0.180577 0.000586
65536 2881 1100 0 10000.000000 27123.748322 105.864379 596 596 1.000000 0.000000 0.180733 0.000596
65536 2881 1500 0 10000.000000 27246.541191 49.807529 2367 2367 1.000000 0.000000 0.180062 0.000279
65536 2881 3000 0 10000.000000 27178.200000 50.013627 2390 2390 1.000000 0.000000 0.180438 0.000280
65536 2936 700 0 10000.000000 46830.971179 30.919162 2637 2637 1.000000 0.000000 0.254038 0.000248
65536 2936 700 150 9152.707923 34353.662916 290.952511 1880 2133 0.881388 0.007001 0.321702 0.000782
65536 2936 900 0 10000.000000 48713.742284 43.910608 648 648 1.000000 0.000000 0.184153 0.000339
65536 2936 950 0 10000.000000 49024.828968 43.061666 649 649 1.000000 0.000000 0.171645 0.000348
65536 2936 1050 0 10000.000000 30891.500829 78.778821 603 603 1.000000 0.000000 0.157893 0.000417
65536 2936 1100 0 10000.000000 30911.927711 79.568596 581 581 1.000000 0.000000 0.157789 0.000421
65536 2936 1500 0 10000.000000 31038.209983 37.879636 2424 2424 1.000000 0.000000 0.157129 0.000199
65536 2936 3000 0 10000.000000 30986.287911 38.858879 2341 2341 1.000000 0.000000 0.157398 0.000205
65536 2990 700 0 10000.000000 49963.775217 19.042209 2647 2647 1.000000 0.000000 0.224646 0.000165
65536 2990 700 150 9964.535109 44977.897337 83.293999 2055 2065 0.995157 0.001528 0.265425 0.000403
65536 2990 900 0 10000.000000 50960.187107 32.597162 636 636 1.000000 0.000000 0.164723 0.000262
65536 2990 950 0 10000.000000 51166.044164 32.146958 634 634 1.000000 0.000000 0.153033 0.000272
65536 2990 1050 0 10000.000000 33999.805601 62.205983 607 607 1.000000 0.000000 0.139767 0.000315
65536 2990 1100 0 10000.000000 33998.078632 64.126477 585 585 1.000000 0.000000 0.139783 0.000325
65536 2990 1500 0 10000.000000 34042.147506 32.284137 2366 2366 1.000000 0.000000 0.139564 0.000163
65536 2990 3000 0 10000.000000 34004.575232 32.354244 2366 2366 1.000000 0.000000 0.139750 0.000163
65536 3044 700 0 10000.000000 52249.888931 13.756948 2656 2656 1.000000 0.000000 0.201487 0.000125
65536 3044 700 150 10000.000000 48837.439672 25.381074 2072 2072 1.000000 0.000000 0.231744 0.000218
65536 3044 900 0 10000.000000 52810.676562 25.241238 640 640 1.000000 0.000000 0.148062 0.000209
65536 3044 950 0 10000.000000 52941.783151 25.175912 641 641 1.000000 0.000000 0.137114 0.000219
65536 3044 1050 0 10000.000000 36722.367622 54.150527 593 593 1.000000 0.000000 0.124466 0.000262
65536 3044 1100 0 10000.000000 36718.642105 54.803034 570 570 1.000000 0.000000 0.124490 0.000265
65536 3044 1500 0 10000.000000 36732.260870 26.514204 2392 2392 1.000000 0.000000 0.124416 0.000128
65536 3044 3000 0 10000.000000 36703.125805 26.973699 2329 2329 1.000000 0.000000 0.124553 0.000130
65536 3099 700 0 10000.000000 54035.600452 10.815750 2653 2653 1.000000 0.000000 0.182170 0.000102
65536 3099 700 150 10000.000000 51373.662013 17.776729 2077 2077 1.000000 0.000000 0.206480 0.000160
65536 3099 900 0 10000.000000 54299.475884 20.801124 622 622 1.000000 0.000000 0.134142 0.000176
65536 3099 950 0 10000.000000 54384.914826 20.593794 634 634 1.000000 0.000000 0.123838 0.000182
65536 3099 1050 0 10000.000000 39028.988275 44.823908 597 597 1.000000 0.000000 0.111809 0.000209
65536 3099 1100 0 10000.000000 39018.133218 45.652509 578 578 1.000000 0.000000 0.111859 0.000213
65536 3099 1500 0 10000.000000 39058.475354 22.862914 2333 2333 1.000000 0.000000 0.111651 0.000106
65536 3099 3000 0 10000.000000 39032.281799 22.927017 2335 2335 1.000000 0.000000 0.111769 0.000106
65536 3153 700 0 10000.000000 55420.715114 8.801457 2587 2587 1.000000 0.000000 0.166360 0.000086
65536 3153 700 150 10000.000000 53234.322472 13.457629 2087 2087 1.000000 0.000000 0.186709 0.000127
65536 3153 900 0 10000.000000 55530.754777 17.381079 628 628 1.000000 0.000000 0.122229 0.000153
65536 3153 950 0 10000.000000 55587.029503 17.236392 644 644 1.000000 0.000000 0.112398 0.000160
65536 3153 1050 0 10000.000000 41049.457976 42.270986 583 583 1.000000 0.000000 0.101004 0.000190
65536 3153 1100 0 10000.000000 41043.300178 43.126422 563 563 1.000000 0.000000 0.101033 0.000194
65536 3153 1500 0 10000.000000 41042.484568 19.542249 2592 2592 1.000000 0.000000 0.101030 0.000088
65536 3153 3000 0 10000.000000 41031.221544 20.681801 2293 2293 1.000000 0.000000 0.101076 0.000093
65536 3208 700 0 10000.000000 56596.953560 7.321575 2584 2584 1.000000 0.000000 0.152337 0.000074
65536 3208 700 150 10000.000000 54752.932155 10.636391 2093 2093 1.000000 0.000000 0.169711 0.000103
65536 3208 900 0 10000.000000 56594.241830 15.258931 612 612 1.000000 0.000000 0.111658 0.000137
65536 3208 950 0 10000.000000 56628.953674 14.977703 626 626 1.000000 0.000000 0.102326 0.000140
65536 3208 1050 0 10000.000000 42848.082902 37.030528 579 579 1.000000 0.000000 0.091605 0.000162
