#N  c  mu  sigma  av_time_conv  std_time_conv  samples_div  samples_mult_eq  prob_div  error_prob  runtime(s)  std_runtime(s)  nsamples
4192 2500 3000 0 321.676269 446.286669 1881 1 0.597143 0.008739 5.655214 7.341770 3150
4192 2500 1500 0 325.357050 538.175587 2932 0 0.407222 0.005790 3.155916 5.631265 7200
4192 2610 800 0 2182.002203 214.189768 0 0 0.000000 0.000000 3.237110 0.466966 10050
4192 2610 900 0 2597.963364 435.279566 13 0 0.001294 0.000359 4.221127 0.767104 10050
4192 2610 1100 0 534.985649 555.349323 2962 0 0.294726 0.004548 2.346345 1.773604 10050
4192 2610 1500 0 350.115989 533.192177 2828 0 0.496140 0.006622 3.526474 5.615765 5700
4192 2610 3000 0 415.130826 545.065875 1816 0 0.660364 0.009031 7.340155 9.186234 2750
4192 2720 800 0 2220.878875 225.346448 0 0 0.000000 0.000000 3.313920 0.487108 10050
4192 2720 900 0 2677.362158 483.383055 19 0 0.001891 0.000433 4.517604 0.876098 10050
4192 2720 1100 0 566.952020 561.355782 3516 0 0.353367 0.004792 2.569032 1.769809 9950
4192 2720 1500 0 425.839686 632.194151 2734 0 0.546800 0.007040 4.332889 6.959394 5000
4192 2720 3000 0 503.495798 715.618228 1698 0 0.722553 0.009236 9.113532 12.379421 2350
4192 2830 900 0 2786.439242 560.799631 59 0 0.005871 0.000762 4.734456 0.998803 10050
4192 2830 1100 0 641.885700 634.833558 3424 0 0.436178 0.005597 3.066518 2.522723 7850
4192 2830 1500 0 498.660526 736.284076 2613 0 0.629639 0.007496 5.370589 8.413982 4150
4192 2830 3000 0 651.668908 940.198327 1625 0 0.773810 0.009129 12.131789 17.272467 2100
4192 2830 800 0 2264.855347 246.445185 0 0 0.000000 0.000000 3.431307 0.512057 10050
4192 2940 800 0 2318.019122 275.250948 0 0 0.000000 0.000000 3.492188 0.548835 10050
4192 2940 1100 0 696.883251 646.818938 3426 0 0.511343 0.006107 3.436203 2.952272 6700
4192 2940 1500 0 626.306296 885.093146 2500 0 0.694444 0.007677 6.983394 10.565755 3600
4192 2940 3000 0 838.952932 1217.197740 1541 0 0.856111 0.008273 15.788050 23.095922 1800
4192 2940 900 0 2900.860005 639.770688 111 0 0.011045 0.001043 5.062246 1.134617 10050
4192 3040 800 0 2370.140539 296.675762 2 0 0.000199 0.000141 3.641853 0.581453 10050
4192 3040 900 0 3048.514631 754.116443 242 0 0.024080 0.001529 5.322866 1.290791 10050
4192 3040 1500 0 821.942945 1193.745775 2272 0 0.757333 0.007827 9.876433 14.982099 3000
4192 3040 3000 0 1016.427602 1352.408547 1468 0 0.889697 0.007712 19.629022 26.659705 1650
4192 3040 1100 0 818.491472 817.266580 3224 0 0.580901 0.006623 4.440563 5.043385 5550
4192 3150 800 0 2444.550789 326.509510 0 0 0.000000 0.000000 3.784428 0.635926 10050
4192 3150 900 0 3226.064258 863.690690 526 0 0.052338 0.002222 5.617620 1.445961 10050
4192 3150 1100 0 932.228443 933.742397 3202 0 0.640400 0.006787 5.473034 6.530978 5000
4192 3150 3000 0 1111.803715 1428.711332 1373 0 0.915333 0.007188 21.837780 28.124591 1500
4192 3150 1500 0 1045.566730 1378.361603 2250 0 0.818182 0.007355 12.808266 17.882421 2750
4192 3260 800 0 2513.618697 373.990198 2 0 0.000199 0.000141 3.989186 0.695981 10050
4192 3260 900 0 3406.312207 972.850035 939 0 0.093433 0.002903 5.940907 1.633437 10050
4192 3260 1100 0 1087.560194 1089.624346 2988 0 0.728780 0.006943 6.944002 8.492822 4100
4192 3260 1500 0 1340.400218 1563.470173 2069 0 0.862083 0.007038 17.068628 20.731076 2400
4192 3260 3000 0 1553.608142 1645.521774 1328 0 0.948571 0.005903 31.711236 34.043433 1400
4192 3370 800 0 2609.657864 438.503846 13 0 0.001294 0.000359 4.174311 0.786896 10050
4192 3370 900 0 3611.430801 1064.225702 1556 0 0.154826 0.003608 6.375746 1.804960 10050
4192 3370 1100 0 1294.317062 1288.610274 2963 0 0.769610 0.006786 9.187297 11.264566 3850
4192 3370 1500 0 1564.645810 1622.881654 2067 0 0.898696 0.006292 20.311644 21.835153 2300
4192 3370 3000 0 1804.905464 1853.762791 1255 0 0.965385 0.005070 38.541511 40.045326 1300
4192 3480 900 0 3826.098319 1146.272438 2427 0 0.241493 0.004269 6.753079 1.941413 10050
4192 3480 1100 0 1671.006832 1639.172848 2798 0 0.835224 0.006410 13.139056 15.696681 3350
4192 3480 1500 0 2167.768389 2152.192859 1996 0 0.928372 0.005561 29.279714 30.399381 2150
4192 3480 3000 0 1818.937387 2022.659112 1179 0 0.982500 0.003785 39.232571 44.463114 1200
4192 3480 800 0 2722.480818 512.300983 22 0 0.002189 0.000466 4.405047 0.877049 10050
4192 3590 800 0 2846.529829 604.218985 66 0 0.006567 0.000806 4.599920 1.015603 10050
4192 3590 1100 0 1824.708679 1679.957980 2763 0 0.850154 0.006261 14.821536 16.642611 3250
4192 3590 1500 0 2511.145904 2116.934075 1954 0 0.953171 0.004666 34.035823 29.762977 2050
4192 3590 3000 0 1504.595979 2195.387426 1144 0 0.994783 0.002124 30.438667 42.661089 1150
4192 3590 900 0 4006.325331 1227.309534 3668 0 0.364975 0.004802 7.218039 2.151538 10050
4192 3700 800 0 3003.939070 718.463479 104 0 0.010348 0.001009 4.822593 1.152793 10050
4192 3700 900 0 4227.283060 1260.362950 4857 0 0.483284 0.004985 7.818083 2.332071 10050
4192 3700 1500 0 2435.511479 2154.858654 1905 0 0.976923 0.003400 33.887422 29.949777 1950
4192 3700 3000 0 2170.212295 1265.097132 1146 0 0.996522 0.001736 48.913250 29.671457 1150
4192 3700 1100 0 2446.756502 2117.022041 2675 0 0.891667 0.005674 21.737363 21.828873 3000
4192 3810 800 0 3180.725826 839.023363 259 0 0.025771 0.001581 5.122750 1.325844 10050
4192 3810 900 0 4471.330610 1330.469145 6175 0 0.614428 0.004855 8.762279 2.695902 10050
4192 3810 1100 0 2614.431535 2086.702178 2688 0 0.926897 0.004834 22.744090 21.483324 2900
4192 3810 3000 0 2213.829558 0.000000 1049 0 0.999048 0.000952 54.107000 0.000000 1050
4192 3810 1500 0 2202.517354 1652.976151 1877 0 0.987895 0.002509 31.336913 23.985108 1900
4192 3910 800 0 3378.188045 943.500286 550 0 0.054726 0.002269 5.410543 1.468384 10050
4192 3910 900 0 4622.440329 1325.498626 7295 0 0.725871 0.004450 9.112309 2.710294 10050
4192 3910 1100 0 3079.802087 2152.264045 2531 0 0.955094 0.004023 28.256261 22.595332 2650
4192 3910 1500 0 2002.136542 1409.560822 1791 0 0.995000 0.001662 31.445111 24.578662 1800
4192 3910 3000 0 nodata nodata 1150 0 1.000000 0.000000 nodata nodata 1150
4192 4019 800 0 3583.903442 1039.139271 994 0 0.098905 0.002978 5.724898 1.613705 10050
4192 4019 900 0 4809.673225 1341.395097 8265 0 0.822388 0.003812 9.788369 2.843139 10050
4192 4019 1100 0 3089.494306 2014.691077 2567 0 0.968679 0.003384 29.008024 20.295626 2650
4192 4019 1500 0 2887.356276 2371.890415 1843 0 0.996216 0.001427 42.450429 37.323931 1850
4192 4019 3000 0 nodata nodata 1050 0 1.000000 0.000000 nodata nodata 1050
4192 4130 900 0 4983.677237 1357.614622 8251 0 0.887204 0.003280 10.107534 2.966226 9300
4192 4130 1100 0 2711.498497 1743.600402 2498 0 0.979608 0.002799 26.230942 18.324860 2550
4192 4130 1500 0 5499.204819 2490.843623 1746 0 0.997714 0.001142 75.724500 32.343982 1750
4192 4130 3000 0 nodata nodata 1000 0 1.000000 0.000000 nodata nodata 1000
4192 4130 800 0 3795.583934 1127.780583 1750 0 0.174129 0.003783 6.108277 1.751582 10050
4192 4240 700 0 2659.358282 398.519066 2 0 0.000199 0.000141 3.703248 0.660738 10050
4192 4240 700 150 2661.462203 402.901112 3 0 0.000299 0.000172 3.801959 0.704512 10050
4192 4350 700 0 2752.086589 439.678959 11 0 0.001095 0.000330 4.007244 0.756170 10050
4192 4350 700 150 2748.663732 447.029407 9 0 0.000896 0.000298 4.249532 0.785909 10050
4192 4460 700 0 2856.809495 511.210157 9 0 0.000896 0.000298 4.274960 0.890881 10050
4192 4460 700 150 2849.768724 501.452271 23 0 0.002289 0.000477 4.104868 0.816304 10050
4192 4570 700 0 2982.967284 615.994519 38 0 0.003781 0.000612 4.434024 1.000853 10050
4192 4570 700 150 2966.827066 594.347350 36 0 0.003582 0.000596 4.552318 0.984606 10050
4192 4670 700 0 3109.132824 674.062802 87 0 0.008657 0.000924 4.648157 1.084347 10050
4192 4670 700 150 3114.429435 703.559378 91 0 0.009055 0.000945 4.544655 1.088637 10050
4192 4780 700 0 3277.039793 805.907109 180 0 0.017910 0.001323 4.897146 1.225104 10050
4192 4780 700 150 3271.977978 787.974837 213 0 0.021194 0.001437 4.995956 1.255308 10050
4192 4890 700 0 3463.725059 905.006628 343 0 0.034129 0.001811 5.095813 1.338687 10050
4192 4890 700 150 3467.790505 924.921283 377 0 0.037512 0.001895 5.020320 1.337121 10050
4192 5000 700 0 3649.816658 1004.604398 635 0 0.063184 0.002427 5.391225 1.491471 10050
4192 5000 700 150 3652.506362 1008.888659 681 0 0.067761 0.002507 5.485315 1.540027 10050
4192 5110 700 0 3847.521872 1093.941060 1082 0 0.107662 0.003092 5.658531 1.593180 10050
4192 5110 700 150 3854.703930 1079.270929 1102 0 0.109652 0.003117 5.527070 1.569575 10050
4192 5220 700 0 4079.763084 1173.951681 1715 0 0.170647 0.003753 5.984028 1.756362 10050
4192 5220 700 150 4088.676786 1190.542334 1833 0 0.182388 0.003852 6.087576 1.767874 10050
4192 5330 700 0 4292.069172 1234.794507 2674 0 0.266070 0.004408 7.202236 1.984017 10050
4192 5330 700 150 4279.040470 1227.873663 2603 0 0.259005 0.004370 6.156234 1.776058 10050
4192 5440 700 0 4504.272968 1293.259123 3659 0 0.364080 0.004800 7.160020 1.957227 10050
4192 5440 700 150 4513.445039 1300.184295 3642 0 0.362388 0.004795 7.263920 2.136239 10050
4192 5540 700 0 4695.007819 1322.992423 4835 0 0.481095 0.004984 7.736019 2.119773 10050
4192 5540 700 150 4723.679502 1317.752814 4725 0 0.470149 0.004979 8.211059 2.343333 10050
4192 5650 700 0 4909.140501 1331.118566 5966 0 0.593632 0.004899 7.834906 2.090582 10050
4192 5650 700 150 4883.618078 1331.712275 5972 0 0.594229 0.004898 7.903821 2.241638 10050
4192 5760 700 0 5028.062860 1323.716744 6935 0 0.690050 0.004613 8.223411 2.190580 10050
4192 5760 700 150 5057.666901 1327.296143 6989 0 0.695423 0.004591 8.813010 2.386281 10050
4192 5870 700 0 5200.985607 1329.527365 7902 0 0.786269 0.004089 8.153246 2.109198 10050
4192 5870 700 150 5199.385734 1331.297839 7842 0 0.780299 0.004130 8.317203 2.332477 10050
4192 5980 700 0 5299.590384 1326.430401 8618 0 0.857512 0.003487 8.578437 2.277397 10050
4192 5980 700 150 5405.190164 1362.148504 8542 0 0.849950 0.003562 9.352337 2.484049 10050
4192 6090 700 0 5554.699717 1348.229133 9134 0 0.908856 0.002871 8.805933 2.185646 10050
4192 6090 700 150 5529.450838 1345.403113 9133 0 0.908756 0.002872 8.920647 2.392455 10050
4192 6200 700 0 5624.709343 1308.768993 9476 0 0.942886 0.002315 9.136080 2.091090 10050
4192 6200 700 150 5627.403113 1319.620629 9438 0 0.939104 0.002385 9.840021 2.620824 10050
8192 110 800 0 185.651717 33.728150 0 0 0.000000 0.000000 0.234614 0.023510 10050
8192 110 900 0 526.084899 103.411044 0 0 0.000000 0.000000 0.371627 0.068931 10050
8192 110 1100 0 188.256308 3.495791 0 0 0.000000 0.000000 0.299561 0.028607 10050
8192 110 1500 0 58.478492 3.207897 0 0 0.000000 0.000000 0.247948 0.020223 10050
8192 110 3000 0 26.586000 4.319127 3 0 0.000299 0.000172 0.347576 0.033550 10050
8192 220 900 0 708.863287 244.149292 0 0 0.000000 0.000000 0.717531 0.203272 10050
8192 220 1100 0 186.634454 5.382931 0 0 0.000000 0.000000 0.430208 0.036869 10050
8192 220 1500 0 59.371690 2.142633 0 0 0.000000 0.000000 0.372388 0.023464 10050
8192 220 3000 0 31.809217 5.757741 17 0 0.001692 0.000410 0.532450 0.050927 10050
8192 220 800 0 257.534610 106.444221 0 0 0.000000 0.000000 0.402653 0.076459 10050
8192 330 800 0 411.534250 302.883783 0 0 0.000000 0.000000 0.649661 0.279353 10050
8192 330 1100 0 188.328426 15.751814 0 0 0.000000 0.000000 0.581014 0.063198 10050
8192 330 1500 0 59.953658 4.017902 2 0 0.000199 0.000141 0.466430 0.032524 10050
8192 330 3000 0 37.111926 7.072626 60 0 0.005970 0.000768 0.716881 0.078506 10050
8192 330 900 0 1033.341294 410.595256 0 0 0.000000 0.000000 1.262861 0.445850 10050
8192 430 800 0 698.758085 475.599467 0 0 0.000000 0.000000 1.140795 0.562629 10050
8192 430 900 0 1416.444749 382.517416 0 0 0.000000 0.000000 2.125668 0.565492 10050
8192 430 1500 0 61.786295 6.261530 8 0 0.000796 0.000281 0.600313 0.047144 10050
8192 430 3000 0 42.554734 8.375190 120 0 0.011940 0.001083 0.924304 0.111512 10050
8192 430 1100 0 192.507951 11.986948 0 0 0.000000 0.000000 0.704702 0.063966 10050
8192 540 800 0 1070.249545 584.489590 0 0 0.000000 0.000000 1.799247 0.813284 10050
8192 540 900 0 1672.041867 254.437797 0 0 0.000000 0.000000 2.811215 0.556697 10050
8192 540 1100 0 200.329169 24.616293 0 0 0.000000 0.000000 0.855451 0.096545 10050
8192 540 3000 0 48.381024 9.614449 188 0 0.018706 0.001351 1.112402 0.143537 10050
8192 540 1500 0 65.187464 8.069572 14 0 0.001393 0.000372 0.690111 0.063640 10050
8192 650 800 0 1394.873227 554.363517 0 0 0.000000 0.000000 2.569075 0.928888 10050
8192 650 900 0 1787.899210 203.874649 0 0 0.000000 0.000000 3.481397 0.632538 10050
8192 650 1100 0 206.721579 23.774647 0 0 0.000000 0.000000 0.983692 0.110512 10050
8192 650 1500 0 69.164317 8.985228 41 1 0.004080 0.000636 0.849701 0.087785 10050
8192 650 3000 0 54.401145 10.949140 295 0 0.029353 0.001684 1.385297 0.191252 10050
8192 760 800 0 1657.055525 423.259576 0 0 0.000000 0.000000 3.229025 0.840319 10050
8192 760 900 0 1866.134450 194.991348 0 0 0.000000 0.000000 4.009029 0.685325 10050
8192 760 1100 0 209.046364 33.674355 1 0 0.000100 0.000099 1.135583 0.150187 10050
8192 760 1500 0 73.886641 10.882439 56 0 0.005572 0.000743 0.950619 0.116948 10050
8192 760 3000 0 61.176978 29.539581 428 0 0.042587 0.002014 1.617889 0.533167 10050
8192 870 900 0 1931.020752 197.406098 0 0 0.000000 0.000000 4.532281 0.742526 10050
8192 870 1100 0 210.899108 56.256844 4 0 0.000398 0.000199 1.297669 0.244980 10050
8192 870 1500 0 78.788767 12.787430 81 0 0.008060 0.000892 1.123693 0.154948 10050
8192 870 3000 0 67.669517 13.835970 536 0 0.053333 0.002241 1.984394 0.302913 10050
8192 870 800 0 1792.730790 294.528467 0 0 0.000000 0.000000 3.924737 0.761237 10050
8192 980 800 0 1874.527389 195.835132 0 0 0.000000 0.000000 4.429154 0.698601 10050
8192 980 1100 0 212.997781 71.140112 13 0 0.001294 0.000359 1.448738 0.337355 10050
8192 980 1500 0 84.766447 15.273270 145 0 0.014428 0.001189 1.227738 0.193257 10050
8192 980 3000 0 75.291333 15.682135 698 0 0.069453 0.002536 2.259660 0.366000 10050
8192 980 900 0 1991.266305 197.419179 0 0 0.000000 0.000000 5.064039 0.798666 10050
8192 1090 800 0 1918.583965 152.134592 0 0 0.000000 0.000000 5.129908 0.731508 10050
8192 1090 900 0 2046.718215 200.258077 0 0 0.000000 0.000000 5.520279 0.851536 10050
8192 1090 1500 0 91.646022 17.460094 219 0 0.021791 0.001456 1.473879 0.255528 10050
8192 1090 3000 0 83.633170 74.925279 891 0 0.088657 0.002835 2.728743 1.808822 10050
8192 1090 1100 0 218.663194 101.974096 20 0 0.001990 0.000445 1.598866 0.505261 10050
8192 1200 800 0 1951.002685 127.185145 0 0 0.000000 0.000000 5.354975 0.771544 10050
8192 1200 900 0 2092.904773 202.794313 0 0 0.000000 0.000000 5.954876 0.920811 10050
8192 1200 1100 0 225.377838 121.032576 25 0 0.002488 0.000497 1.794130 0.648157 10050
8192 1200 3000 0 92.258012 53.852453 1083 0 0.108844 0.003122 3.253424 1.633836 9950
8192 1200 1500 0 99.769193 44.205822 279 0 0.027761 0.001639 1.613118 0.678226 10050
8192 1300 800 0 1977.895892 116.050473 0 0 0.000000 0.000000 5.973138 0.838494 10050
8192 1300 900 0 2136.989506 210.497562 0 0 0.000000 0.000000 6.559179 1.029221 10050
8192 1300 1100 0 232.937635 135.599720 47 0 0.004677 0.000681 1.916880 0.736170 10050
8192 1300 1500 0 108.159128 22.853055 366 1 0.036418 0.001869 1.910582 0.385514 10050
8192 1300 3000 0 102.293059 85.630166 1018 0 0.129682 0.003792 3.833249 2.843007 7850
8192 1410 800 0 1996.840222 107.461920 0 0 0.000000 0.000000 5.905820 0.859184 10050
8192 1410 900 0 2184.449226 218.155508 0 0 0.000000 0.000000 6.940450 1.089561 10050
8192 1410 1100 0 247.191961 177.077187 90 0 0.008955 0.000940 2.124217 1.028106 10050
8192 1410 1500 0 118.774595 63.968760 510 0 0.050746 0.002189 2.130186 1.142715 10050
8192 1410 3000 0 114.024780 85.878011 987 0 0.159194 0.004646 4.422645 2.627684 6200
8192 1520 900 0 2230.199461 229.029395 0 0 0.000000 0.000000 7.949584 1.322917 10050
8192 1520 1100 0 258.373267 196.900814 110 0 0.010945 0.001038 2.333527 1.185350 10050
8192 1520 1500 0 129.126418 34.937838 694 0 0.069055 0.002529 2.576107 0.623487 10050
8192 1520 3000 0 122.160741 31.424865 911 0 0.189792 0.005660 5.178434 1.158002 4800
8192 1520 800 0 2015.750586 109.851285 0 0 0.000000 0.000000 6.499739 0.924337 10050
8192 1630 800 0 2034.408462 113.706857 0 0 0.000000 0.000000 6.606185 1.007367 10050
8192 1630 1100 0 274.169821 232.197465 183 0 0.018209 0.001334 2.596153 1.475673 10050
8192 1630 1500 0 141.087405 40.833615 897 0 0.089254 0.002844 2.866272 0.769590 10050
8192 1630 3000 0 139.311538 97.161062 923 0 0.219762 0.006389 5.726949 3.210846 4200
8192 1630 900 0 2269.811405 231.273398 0 0 0.000000 0.000000 8.232536 1.347158 10050
8192 1740 800 0 2052.438937 119.966457 0 0 0.000000 0.000000 7.197606 1.128385 10050
8192 1740 900 0 2308.536162 240.179544 0 0 0.000000 0.000000 9.045149 1.600157 10050
8192 1740 1500 0 154.515843 51.671116 1127 0 0.112139 0.003148 3.360966 1.096808 10050
8192 1740 3000 0 148.742687 35.387745 815 0 0.276271 0.008233 7.094173 1.622400 2950
8192 1740 1100 0 288.472806 252.447264 268 0 0.026667 0.001607 2.859037 1.644922 10050
8192 1850 800 0 2070.757972 127.132813 0 0 0.000000 0.000000 7.245561 1.189720 10050
8192 1850 900 0 2355.505224 251.789985 0 0 0.000000 0.000000 9.452439 1.665207 10050
8192 1850 1100 0 312.853830 299.845888 412 0 0.040995 0.001978 3.147141 1.996930 10050
8192 1850 3000 0 172.169090 117.010464 798 0 0.301132 0.008912 8.026028 4.439086 2650
8192 1850 1500 0 172.496387 124.148476 1286 0 0.136085 0.003527 3.865987 2.735003 9450
8192 1960 800 0 2092.583171 138.079048 0 0 0.000000 0.000000 7.870846 1.395738 10050
8192 1960 900 0 2395.968642 261.266655 0 0 0.000000 0.000000 9.731282 1.795085 10050
8192 1960 1100 0 331.892851 316.260962 574 0 0.057114 0.002315 3.605405 2.329248 10050
8192 1960 1500 0 191.132164 156.033417 1239 0 0.164106 0.004262 4.528189 3.873847 7550
8192 1960 3000 0 200.143566 269.653038 736 0 0.334545 0.010059 9.751301 10.116845 2200
8192 2070 800 0 2116.923764 149.174171 0 0 0.000000 0.000000 8.176327 1.537555 10050
8192 2070 900 0 2436.954126 267.797704 0 0 0.000000 0.000000 10.221875 1.926720 10050
8192 2070 1100 0 361.106854 352.268085 691 0 0.068756 0.002524 4.124003 2.623928 10050
8192 2070 1500 0 221.622689 266.186733 1200 0 0.208696 0.005359 5.465894 6.566371 5750
8192 2070 3000 0 213.299125 205.598739 692 0 0.374054 0.011250 11.168693 8.886582 1850
8192 2170 900 0 2487.993118 281.017307 0 0 0.000000 0.000000 11.067602 2.223828 10050
8192 2170 1100 0 392.566700 387.040552 1078 0 0.107264 0.003087 4.573305 2.935445 10050
8192 2170 1500 0 247.153754 277.429855 1128 0 0.262326 0.006708 6.542382 7.673391 4300
8192 2170 3000 0 261.409479 334.466701 615 0 0.424138 0.012979 14.570208 14.300979 1450
8192 2170 800 0 2138.506673 153.607916 0 0 0.000000 0.000000 8.846528 1.832829 10050
8192 2280 800 0 2170.349562 167.539029 0 0 0.000000 0.000000 8.917864 1.891881 10050
8192 2280 1100 0 433.122547 428.955001 1248 0 0.154074 0.004011 5.251234 3.282844 8100
8192 2280 1500 0 286.655911 357.726889 1145 0 0.322535 0.007845 7.449503 8.986636 3550
8192 2280 3000 0 272.866454 188.093887 557 0 0.506364 0.015074 17.033166 11.795330 1100
8192 2280 900 0 2547.134371 303.837200 2 0 0.000199 0.000141 11.224672 2.312277 10050
8192 2390 800 0 2201.150193 174.354857 0 0 0.000000 0.000000 9.557068 2.196697 10050
8192 2390 900 0 2598.012792 312.628202 2 0 0.000199 0.000141 12.102252 2.711464 10050
8192 2390 1500 0 332.448615 431.617150 1020 0 0.377778 0.009331 9.631554 12.851035 2700
8192 2390 3000 0 385.575834 610.162837 491 0 0.577647 0.016942 24.730604 34.065913 850
8192 2390 1100 0 470.996616 447.298864 1249 0 0.201452 0.005094 6.068404 3.839778 6200
8192 2500 800 0 2236.633884 183.903595 0 0 0.000000 0.000000 9.539091 2.175535 10050
8192 2500 900 0 2679.705049 350.882569 0 0 0.000000 0.000000 12.538741 2.926432 10050
8192 2500 1100 0 517.964619 478.322363 1214 0 0.266813 0.006557 7.129483 4.384343 4550
8192 2500 3000 0 389.494102 362.609068 639 0 0.639000 0.015188 19.551000 17.623471 1000
8192 2500 1500 0 391.407197 541.715095 992 0 0.450909 0.010609 11.832250 18.858730 2200
8192 2610 800 0 2274.802340 186.666925 0 0 0.000000 0.000000 10.214516 2.508743 10050
8192 2610 900 0 2758.990261 380.032644 3 0 0.000299 0.000172 13.659553 3.456894 10050
8192 2610 1100 0 606.505660 583.608097 1212 0 0.346286 0.008042 8.347301 6.281410 3500
8192 2610 1500 0 479.208729 700.065108 844 0 0.527500 0.012481 15.886981 22.152543 1600
8192 2610 3000 0 470.017702 535.157155 624 0 0.693333 0.015370 24.251837 26.371304 900
8192 2720 800 0 2320.901059 202.126632 0 0 0.000000 0.000000 9.840574 2.306883 10050
8192 2720 900 0 2863.653064 444.548717 12 0 0.001194 0.000344 14.160111 3.669753 10050
8192 2720 1100 0 665.321135 591.934303 1178 0 0.420714 0.009330 9.902301 7.181242 2800
8192 2720 1500 0 511.232132 560.495830 836 0 0.619259 0.013216 17.008920 19.610933 1350
8192 2720 3000 0 490.239054 356.405210 578 0 0.770667 0.015351 26.280116 16.433713 750
8192 2830 900 0 3000.817475 540.189989 20 0 0.001990 0.000445 18.945776 4.485973 10050
8192 2830 1100 0 735.445239 622.079913 1122 0 0.521860 0.010773 12.130750 9.066077 2150
8192 2830 1500 0 736.720732 1037.541087 1027 0 0.708276 0.011937 20.055142 29.382487 1450
8192 2830 3000 0 763.984208 852.938084 544 0 0.836923 0.014490 41.065745 42.867035 650
8192 2830 800 0 2365.310871 210.866910 0 0 0.000000 0.000000 10.729345 2.778752 10050
8192 2940 800 0 2426.845011 232.450383 0 0 0.000000 0.000000 10.557638 2.682488 10050
8192 2940 1100 0 868.221901 802.002273 1038 0 0.610588 0.011826 15.390230 16.921190 1700
8192 2940 1500 0 883.863809 1123.403219 1002 0 0.801600 0.011280 23.964367 32.985413 1250
8192 2940 3000 0 901.574493 841.569513 501 0 0.910909 0.012147 49.727612 45.897865 550
8192 2940 900 0 3153.192837 623.431078 73 0 0.007264 0.000847 20.021193 4.942588 10050
8192 3040 800 0 2488.486071 247.063182 0 0 0.000000 0.000000 11.562668 3.099107 10050
8192 3040 900 0 3365.091079 762.368959 203 0 0.020199 0.001403 22.013503 6.011024 10050
8192 3040 1500 0 1150.413853 1237.576397 935 0 0.850000 0.010766 31.638194 35.798121 1100
8192 3040 3000 0 1789.880521 2220.213763 475 0 0.950000 0.009747 105.321720 138.158571 500
8192 3040 1100 0 1046.751360 1009.603069 1312 0 0.709189 0.010558 16.563257 19.602867 1850
8192 3150 800 0 2567.475843 274.657964 0 0 0.000000 0.000000 11.758811 3.077709 10050
8192 3150 900 0 3623.492830 903.403825 494 0 0.054286 0.002375 24.050864 6.770273 9100
8192 3150 1100 0 1363.055477 1245.225896 1067 0 0.790370 0.011078 27.987770 31.147272 1350
8192 3150 3000 0 1266.522377 1192.852935 389 0 0.972500 0.008177 75.033636 66.527813 400
8192 3150 1500 0 1506.839752 1648.488763 497 0 0.903636 0.012583 79.368792 89.983676 550
8192 3260 800 0 2656.776776 309.355654 0 0 0.000000 0.000000 12.721354 3.425625 10050
8192 3260 900 0 3917.153662 1048.423870 856 1 0.107673 0.003476 26.467565 7.821814 7950
8192 3260 1100 0 1834.627825 1735.742191 1242 0 0.828000 0.009744 33.925702 38.127148 1500
8192 3260 1500 0 1838.336234 1684.982023 475 0 0.950000 0.009747 103.828760 101.473911 500
8192 3260 3000 0 1044.768336 684.066542 393 0 0.982500 0.006556 71.876857 54.040863 400
8192 3370 800 0 2761.436622 358.473555 1 0 0.000100 0.000099 10.122323 2.161582 10050
8192 3370 900 0 4245.179451 1175.577372 1469 0 0.217630 0.005022 28.770547 8.639767 6750
8192 3370 1100 0 1955.599719 1834.486964 1153 0 0.886923 0.008783 38.289422 43.317725 1300
8192 3370 1500 0 2458.365895 1961.616403 440 0 0.977778 0.006949 145.899100 122.219892 450
8192 3370 3000 0 4581.464660 220.542834 348 0 0.994286 0.004029 307.336500 29.341500 350
8192 3480 900 0 4561.558733 1228.387615 2029 0 0.379252 0.006634 32.980455 9.593139 5350
8192 3480 1100 0 2503.460292 2004.706852 692 0 0.922667 0.009754 82.148793 77.263272 750
8192 3480 1500 0 838.498204 294.768468 445 0 0.988889 0.004941 46.923200 12.316566 450
8192 3480 3000 0 671.649715 0.000000 349 0 0.997143 0.002853 43.013000 0.000000 350
8192 3480 800 0 2899.085714 452.583949 6 0 0.000597 0.000244 14.224193 3.963188 10050
8192 3590 800 0 3066.585649 560.531723 15 0 0.001493 0.000385 14.500077 4.213893 10050
8192 3590 1100 0 2710.406353 2306.022373 717 0 0.956000 0.007489 91.934515 86.005994 750
8192 3590 1500 0 nodata nodata 450 0 1.000000 0.000000 nodata nodata 450
8192 3590 3000 0 nodata nodata 300 0 1.000000 0.000000 nodata nodata 300
8192 3590 900 0 4904.014084 1315.596375 2492 0 0.553778 0.007410 35.091607 10.062895 4500
8192 3700 800 0 3271.906067 674.208456 58 1 0.005771 0.000756 15.888321 5.070506 10050
8192 3700 900 0 5151.260144 1299.395756 2636 0 0.712432 0.007441 38.408204 10.404036 3700
8192 3700 1500 0 2214.496809 0.000000 399 0 0.997500 0.002497 135.161000 0.000000 400
8192 3700 3000 0 nodata nodata 300 0 1.000000 0.000000 nodata nodata 300
8192 3700 1100 0 3992.869791 2433.814903 642 0 0.987692 0.004325 171.663500 131.928269 650
8192 3810 800 0 3523.001073 826.479687 225 0 0.022388 0.001476 16.083506 5.382575 10050
8192 3810 900 0 5541.605456 1279.600387 2706 0 0.859048 0.006200 41.652284 11.624314 3150
